base_happiness,capture_rate,color,evolves_from_species,forms_switchable,generation,growth_rate,habitat,has_gender_differences,hatch_counter,is_baby,is_legendary,is_mythical,name,order,pal_park_encounters,shape,varieties,egg_group1,egg_group2,%_female,% male
140,150,pink,cleffa,False,1,fast,mountain,False,10,False,False,False,clefairy,37,mountain,upright,['clefairy'],fairy,,75.0,25.0
140,25,pink,clefairy,False,1,fast,mountain,False,10,False,False,False,clefable,38,mountain,upright,['clefable'],fairy,,75.0,25.0
50,190,brown,,False,1,medium,grassland,False,20,False,False,False,vulpix,39,field,quadruped,"['vulpix', 'vulpix-alola']",ground,,75.0,25.0
50,75,yellow,vulpix,False,1,medium,grassland,False,20,False,False,False,ninetales,40,field,quadruped,"['ninetales', 'ninetales-alola']",ground,,75.0,25.0
50,170,pink,igglybuff,False,1,fast,grassland,False,10,False,False,False,jigglypuff,42,field,humanoid,['jigglypuff'],fairy,,75.0,25.0
50,50,pink,jigglypuff,False,1,fast,grassland,False,10,False,False,False,wigglytuff,43,field,humanoid,['wigglytuff'],fairy,,75.0,25.0
50,255,purple,,False,1,medium,cave,True,15,False,False,False,zubat,44,mountain,wings,['zubat'],flying,,50.0,50.0
50,90,purple,zubat,False,1,medium,cave,True,15,False,False,False,golbat,45,mountain,wings,['golbat'],flying,,50.0,50.0
50,255,blue,,False,1,medium-slow,grassland,False,20,False,False,False,oddish,47,forest,legs,['oddish'],plant,,50.0,50.0
50,120,blue,oddish,False,1,medium-slow,grassland,True,20,False,False,False,gloom,48,forest,humanoid,['gloom'],plant,,50.0,50.0
50,45,red,gloom,False,1,medium-slow,grassland,True,20,False,False,False,vileplume,49,forest,humanoid,['vileplume'],plant,,50.0,50.0
70,190,red,,False,1,medium,forest,False,20,False,False,False,paras,51,forest,armor,['paras'],bug,plant,50.0,50.0
70,75,red,paras,False,1,medium,forest,False,20,False,False,False,parasect,52,forest,armor,['parasect'],bug,plant,50.0,50.0
70,190,purple,,False,1,medium,forest,False,20,False,False,False,venonat,53,forest,humanoid,['venonat'],bug,,50.0,50.0
70,75,purple,venonat,False,1,medium,forest,False,20,False,False,False,venomoth,54,forest,bug-wings,['venomoth'],bug,,50.0,50.0
50,255,brown,,False,1,medium,cave,False,20,False,False,False,diglett,55,mountain,blob,"['diglett', 'diglett-alola']",ground,,50.0,50.0
50,50,brown,diglett,False,1,medium,cave,False,20,False,False,False,dugtrio,56,mountain,heads,"['dugtrio', 'dugtrio-alola']",ground,,50.0,50.0
50,255,yellow,,False,1,medium,urban,False,20,False,False,False,meowth,57,field,quadruped,"['meowth', 'meowth-alola', 'meowth-galar', 'meowth-gmax']",ground,,50.0,50.0
50,90,yellow,meowth,False,1,medium,urban,False,20,False,False,False,persian,58,field,quadruped,"['persian', 'persian-alola']",ground,,50.0,50.0
50,190,yellow,,False,1,medium,waters-edge,False,20,False,False,False,psyduck,59,pond,upright,['psyduck'],water1,ground,50.0,50.0
50,75,blue,psyduck,False,1,medium,waters-edge,False,20,False,False,False,golduck,60,pond,upright,['golduck'],water1,ground,50.0,50.0
70,190,brown,,False,1,medium,mountain,False,20,False,False,False,mankey,61,mountain,upright,['mankey'],ground,,50.0,50.0
70,75,brown,mankey,False,1,medium,mountain,False,20,False,False,False,primeape,62,mountain,upright,['primeape'],ground,,50.0,50.0
50,190,brown,,False,1,slow,grassland,False,20,False,False,False,growlithe,63,field,quadruped,"['growlithe', 'growlithe-hisui']",ground,,25.0,75.0
50,75,brown,growlithe,False,1,slow,grassland,False,20,False,False,False,arcanine,64,field,quadruped,"['arcanine', 'arcanine-hisui']",ground,,25.0,75.0
50,255,blue,,False,1,medium-slow,waters-edge,False,20,False,False,False,poliwag,65,pond,legs,['poliwag'],water1,,50.0,50.0
50,120,blue,poliwag,False,1,medium-slow,waters-edge,False,20,False,False,False,poliwhirl,66,pond,humanoid,['poliwhirl'],water1,,50.0,50.0
50,45,blue,poliwhirl,False,1,medium-slow,waters-edge,False,20,False,False,False,poliwrath,67,pond,humanoid,['poliwrath'],water1,,50.0,50.0
50,200,brown,,False,1,medium-slow,urban,False,20,False,False,False,abra,69,field,upright,['abra'],humanshape,,25.0,75.0
50,100,brown,abra,False,1,medium-slow,urban,True,20,False,False,False,kadabra,70,field,upright,['kadabra'],humanshape,,25.0,75.0
50,50,brown,kadabra,True,1,medium-slow,urban,True,20,False,False,False,alakazam,71,field,humanoid,"['alakazam', 'alakazam-mega']",humanshape,,25.0,75.0
50,180,gray,,False,1,medium-slow,mountain,False,20,False,False,False,machop,72,mountain,upright,['machop'],humanshape,,25.0,75.0
50,90,gray,machop,False,1,medium-slow,mountain,False,20,False,False,False,machoke,73,mountain,humanoid,['machoke'],humanshape,,25.0,75.0
50,45,gray,machoke,False,1,medium-slow,mountain,False,20,False,False,False,machamp,74,mountain,humanoid,"['machamp', 'machamp-gmax']",humanshape,,25.0,75.0
70,255,green,,False,1,medium-slow,forest,False,20,False,False,False,bellsprout,75,forest,humanoid,['bellsprout'],plant,,50.0,50.0
70,120,green,bellsprout,False,1,medium-slow,forest,False,20,False,False,False,weepinbell,76,forest,blob,['weepinbell'],plant,,50.0,50.0
70,45,green,weepinbell,False,1,medium-slow,forest,False,20,False,False,False,victreebel,77,forest,blob,['victreebel'],plant,,50.0,50.0
50,190,blue,,False,1,slow,sea,False,20,False,False,False,tentacool,78,sea,tentacles,['tentacool'],water3,,50.0,50.0
50,60,blue,tentacool,False,1,slow,sea,False,20,False,False,False,tentacruel,79,sea,tentacles,['tentacruel'],water3,,50.0,50.0
70,255,brown,,False,1,medium-slow,mountain,False,15,False,False,False,geodude,80,mountain,arms,"['geodude', 'geodude-alola']",mineral,,50.0,50.0
70,120,brown,geodude,False,1,medium-slow,mountain,False,15,False,False,False,graveler,81,mountain,humanoid,"['graveler', 'graveler-alola']",mineral,,50.0,50.0
70,45,brown,graveler,False,1,medium-slow,mountain,False,15,False,False,False,golem,82,mountain,humanoid,"['golem', 'golem-alola']",mineral,,50.0,50.0
50,190,yellow,,False,1,medium,grassland,False,20,False,False,False,ponyta,83,field,quadruped,"['ponyta', 'ponyta-galar']",ground,,50.0,50.0
50,60,yellow,ponyta,False,1,medium,grassland,False,20,False,False,False,rapidash,84,field,quadruped,"['rapidash', 'rapidash-galar']",ground,,50.0,50.0
50,190,pink,,False,1,medium,waters-edge,False,20,False,False,False,slowpoke,85,pond,quadruped,"['slowpoke', 'slowpoke-galar']",monster,water1,50.0,50.0
50,75,pink,slowpoke,True,1,medium,waters-edge,False,20,False,False,False,slowbro,86,pond,upright,"['slowbro', 'slowbro-mega', 'slowbro-galar']",monster,water1,50.0,50.0
50,190,gray,,False,1,medium,rough-terrain,False,20,False,False,False,magnemite,88,mountain,arms,['magnemite'],mineral,,0.0,0.0
50,60,gray,magnemite,False,1,medium,rough-terrain,False,20,False,False,False,magneton,89,mountain,heads,['magneton'],mineral,,0.0,0.0
50,45,brown,,False,1,medium,grassland,False,20,False,False,False,farfetchd,91,field,wings,"['farfetchd', 'farfetchd-galar']",flying,ground,50.0,50.0
70,190,brown,,False,1,medium,grassland,True,20,False,False,False,doduo,92,field,legs,['doduo'],flying,,50.0,50.0
70,45,brown,doduo,False,1,medium,grassland,True,20,False,False,False,dodrio,93,field,legs,['dodrio'],flying,,50.0,50.0
70,190,white,,False,1,medium,sea,False,20,False,False,False,seel,94,sea,fish,['seel'],water1,ground,50.0,50.0
70,75,white,seel,False,1,medium,sea,False,20,False,False,False,dewgong,95,sea,fish,['dewgong'],water1,ground,50.0,50.0
70,190,purple,,False,1,medium,urban,False,20,False,False,False,grimer,96,field,arms,"['grimer', 'grimer-alola']",indeterminate,,50.0,50.0
70,75,purple,grimer,False,1,medium,urban,False,20,False,False,False,muk,97,field,arms,"['muk', 'muk-alola']",indeterminate,,50.0,50.0
50,190,purple,,False,1,slow,sea,False,20,False,False,False,shellder,98,sea,ball,['shellder'],water3,,50.0,50.0
50,60,purple,shellder,False,1,slow,sea,False,20,False,False,False,cloyster,99,sea,ball,['cloyster'],water3,,50.0,50.0
50,190,purple,,False,1,medium-slow,cave,False,20,False,False,False,gastly,100,forest,ball,['gastly'],indeterminate,,50.0,50.0
50,90,purple,gastly,False,1,medium-slow,cave,False,20,False,False,False,haunter,101,forest,arms,['haunter'],indeterminate,,50.0,50.0
50,45,purple,haunter,True,1,medium-slow,cave,False,20,False,False,False,gengar,102,forest,upright,"['gengar', 'gengar-mega', 'gengar-gmax']",indeterminate,,50.0,50.0
50,45,gray,,False,1,medium,cave,False,25,False,False,False,onix,103,mountain,squiggle,['onix'],mineral,,50.0,50.0
70,190,yellow,,False,1,medium,grassland,False,20,False,False,False,drowzee,105,forest,humanoid,['drowzee'],humanshape,,50.0,50.0
70,75,yellow,drowzee,False,1,medium,grassland,True,20,False,False,False,hypno,106,forest,humanoid,['hypno'],humanshape,,50.0,50.0
50,225,red,,False,1,medium,waters-edge,False,20,False,False,False,krabby,107,sea,armor,['krabby'],water3,,50.0,50.0
50,60,red,krabby,False,1,medium,waters-edge,False,20,False,False,False,kingler,108,sea,armor,"['kingler', 'kingler-gmax']",water3,,50.0,50.0
70,190,red,,False,1,medium,urban,False,20,False,False,False,voltorb,109,field,ball,"['voltorb', 'voltorb-hisui']",mineral,,0.0,0.0
70,60,red,voltorb,False,1,medium,urban,False,20,False,False,False,electrode,110,field,ball,"['electrode', 'electrode-hisui']",mineral,,0.0,0.0
50,90,pink,,False,1,slow,forest,False,20,False,False,False,exeggcute,111,forest,heads,['exeggcute'],plant,,50.0,50.0
50,45,yellow,exeggcute,False,1,slow,forest,False,20,False,False,False,exeggutor,112,forest,legs,"['exeggutor', 'exeggutor-alola']",plant,,50.0,50.0
50,190,brown,,False,1,medium,mountain,False,20,False,False,False,cubone,113,mountain,upright,['cubone'],monster,,50.0,50.0
50,75,brown,cubone,False,1,medium,mountain,False,20,False,False,False,marowak,114,mountain,upright,"['marowak', 'marowak-alola', 'marowak-totem']",monster,,50.0,50.0
50,45,brown,tyrogue,False,1,medium,urban,False,25,False,False,False,hitmonlee,116,mountain,humanoid,['hitmonlee'],humanshape,,0.0,100.0
50,45,brown,tyrogue,False,1,medium,urban,False,25,False,False,False,hitmonchan,117,mountain,humanoid,['hitmonchan'],humanshape,,0.0,100.0
50,45,pink,,False,1,medium,grassland,False,20,False,False,False,lickitung,119,field,upright,['lickitung'],monster,,50.0,50.0
50,190,purple,,False,1,medium,urban,False,20,False,False,False,koffing,121,mountain,ball,['koffing'],indeterminate,,50.0,50.0
50,60,purple,koffing,False,1,medium,urban,False,20,False,False,False,weezing,122,mountain,heads,"['weezing', 'weezing-galar']",indeterminate,,50.0,50.0
50,120,gray,,False,1,slow,rough-terrain,True,20,False,False,False,rhyhorn,123,mountain,quadruped,['rhyhorn'],monster,ground,50.0,50.0
50,60,gray,rhyhorn,False,1,slow,rough-terrain,True,20,False,False,False,rhydon,124,mountain,upright,['rhydon'],monster,ground,50.0,50.0
140,30,pink,happiny,False,1,fast,urban,False,40,False,False,False,chansey,127,field,upright,['chansey'],fairy,,100.0,0.0
50,45,blue,,False,1,medium,grassland,False,20,False,False,False,tangela,129,forest,legs,['tangela'],plant,,50.0,50.0
50,45,brown,,True,1,medium,grassland,False,20,False,False,False,kangaskhan,131,field,upright,"['kangaskhan', 'kangaskhan-mega']",monster,,100.0,0.0
50,225,blue,,False,1,medium,sea,False,20,False,False,False,horsea,132,sea,blob,['horsea'],water1,dragon,50.0,50.0
50,75,blue,horsea,False,1,medium,sea,False,20,False,False,False,seadra,133,sea,blob,['seadra'],water1,dragon,50.0,50.0
50,225,red,,False,1,medium,waters-edge,True,20,False,False,False,goldeen,135,pond,fish,['goldeen'],water2,,50.0,50.0
50,60,red,goldeen,False,1,medium,waters-edge,True,20,False,False,False,seaking,136,pond,fish,['seaking'],water2,,50.0,50.0
50,225,brown,,False,1,slow,sea,False,20,False,False,False,staryu,137,sea,blob,['staryu'],water3,,0.0,0.0
50,60,purple,staryu,False,1,slow,sea,False,20,False,False,False,starmie,138,sea,blob,['starmie'],water3,,0.0,0.0
50,45,pink,mime-jr,False,1,medium,urban,False,25,False,False,False,mr-mime,140,field,humanoid,"['mr-mime', 'mr-mime-galar']",humanshape,,50.0,50.0
50,45,green,,False,1,medium,grassland,True,25,False,False,False,scyther,141,field,bug-wings,['scyther'],bug,,50.0,50.0
50,45,red,smoochum,False,1,medium,urban,False,25,False,False,False,jynx,144,field,humanoid,['jynx'],humanshape,,100.0,0.0
50,45,yellow,elekid,False,1,medium,grassland,False,25,False,False,False,electabuzz,146,mountain,upright,['electabuzz'],humanshape,,25.0,75.0
50,45,red,magby,False,1,medium,mountain,False,25,False,False,False,magmar,149,mountain,upright,['magmar'],humanshape,,25.0,75.0
50,45,brown,,True,1,slow,forest,False,25,False,False,False,pinsir,151,forest,humanoid,"['pinsir', 'pinsir-mega']",bug,,50.0,50.0
50,45,brown,,False,1,slow,grassland,False,20,False,False,False,tauros,152,field,quadruped,"['tauros', 'tauros-paldea-combat-breed', 'tauros-paldea-blaze-breed', 'tauros-paldea-aqua-breed']",ground,,0.0,100.0
50,255,red,,False,1,slow,waters-edge,True,5,False,False,False,magikarp,153,pond,fish,['magikarp'],water2,dragon,50.0,50.0
50,45,blue,magikarp,True,1,slow,waters-edge,True,5,False,False,False,gyarados,154,pond,squiggle,"['gyarados', 'gyarados-mega']",water2,dragon,50.0,50.0
50,45,blue,,False,1,slow,sea,False,40,False,False,False,lapras,155,sea,fish,"['lapras', 'lapras-gmax']",monster,water1,50.0,50.0
50,35,purple,,False,1,medium,urban,False,20,False,False,False,ditto,156,field,ball,['ditto'],ditto,,0.0,0.0
50,45,brown,,False,1,medium,urban,False,35,False,False,False,eevee,157,field,quadruped,"['eevee', 'eevee-starter', 'eevee-gmax']",ground,,12.5,87.5
50,45,blue,eevee,False,1,medium,urban,False,35,False,False,False,vaporeon,158,field,quadruped,['vaporeon'],ground,,12.5,87.5
50,45,yellow,eevee,False,1,medium,urban,False,35,False,False,False,jolteon,159,field,quadruped,['jolteon'],ground,,12.5,87.5
50,45,red,eevee,False,1,medium,urban,False,35,False,False,False,flareon,160,field,quadruped,['flareon'],ground,,12.5,87.5
50,45,pink,,False,1,medium,urban,False,20,False,False,False,porygon,166,field,legs,['porygon'],mineral,,0.0,0.0
50,45,blue,,False,1,medium,sea,False,30,False,False,False,omanyte,169,sea,tentacles,['omanyte'],water1,water3,12.5,87.5
50,45,blue,omanyte,False,1,medium,sea,False,30,False,False,False,omastar,170,sea,tentacles,['omastar'],water1,water3,12.5,87.5
50,45,brown,,False,1,medium,sea,False,30,False,False,False,kabuto,171,sea,armor,['kabuto'],water1,water3,12.5,87.5
50,45,brown,kabuto,False,1,medium,sea,False,30,False,False,False,kabutops,172,sea,upright,['kabutops'],water1,water3,12.5,87.5
50,45,purple,,True,1,slow,mountain,False,35,False,False,False,aerodactyl,173,mountain,wings,"['aerodactyl', 'aerodactyl-mega']",flying,,12.5,87.5
50,25,black,munchlax,False,1,slow,mountain,False,40,False,False,False,snorlax,175,field,humanoid,"['snorlax', 'snorlax-gmax']",monster,,12.5,87.5
35,3,blue,,False,1,slow,rare,False,80,False,True,False,articuno,176,mountain,wings,"['articuno', 'articuno-galar']",no-eggs,,0.0,0.0
35,3,yellow,,False,1,slow,rare,False,80,False,True,False,zapdos,177,mountain,wings,"['zapdos', 'zapdos-galar']",no-eggs,,0.0,0.0
35,3,yellow,,False,1,slow,rare,False,80,False,True,False,moltres,178,mountain,wings,"['moltres', 'moltres-galar']",no-eggs,,0.0,0.0
35,45,blue,,False,1,slow,waters-edge,False,40,False,False,False,dratini,179,pond,squiggle,['dratini'],water1,dragon,50.0,50.0
35,45,blue,dratini,False,1,slow,waters-edge,False,40,False,False,False,dragonair,180,pond,squiggle,['dragonair'],water1,dragon,50.0,50.0
35,45,brown,dragonair,False,1,slow,waters-edge,False,40,False,False,False,dragonite,181,mountain,upright,['dragonite'],water1,dragon,50.0,50.0
0,3,purple,,True,1,slow,rare,False,120,False,True,False,mewtwo,182,field,upright,"['mewtwo', 'mewtwo-mega-x', 'mewtwo-mega-y']",no-eggs,,0.0,0.0
100,45,pink,,False,1,medium-slow,rare,False,120,False,False,True,mew,183,forest,upright,['mew'],no-eggs,,0.0,0.0
70,45,green,,False,2,medium-slow,grassland,False,20,False,False,False,chikorita,184,field,quadruped,['chikorita'],monster,plant,12.5,87.5
70,45,green,chikorita,False,2,medium-slow,grassland,False,20,False,False,False,bayleef,185,field,quadruped,['bayleef'],monster,plant,12.5,87.5
70,45,green,bayleef,False,2,medium-slow,grassland,True,20,False,False,False,meganium,186,field,quadruped,['meganium'],monster,plant,12.5,87.5
70,45,yellow,,False,2,medium-slow,grassland,False,20,False,False,False,cyndaquil,187,field,humanoid,['cyndaquil'],ground,,12.5,87.5
70,45,yellow,cyndaquil,False,2,medium-slow,grassland,False,20,False,False,False,quilava,188,field,quadruped,['quilava'],ground,,12.5,87.5
70,45,yellow,quilava,False,2,medium-slow,grassland,False,20,False,False,False,typhlosion,189,field,quadruped,"['typhlosion', 'typhlosion-hisui']",ground,,12.5,87.5
70,45,blue,,False,2,medium-slow,waters-edge,False,20,False,False,False,totodile,190,pond,upright,['totodile'],monster,water1,12.5,87.5
70,45,blue,totodile,False,2,medium-slow,waters-edge,False,20,False,False,False,croconaw,191,pond,upright,['croconaw'],monster,water1,12.5,87.5
70,45,blue,croconaw,False,2,medium-slow,waters-edge,False,20,False,False,False,feraligatr,192,mountain,upright,['feraligatr'],monster,water1,12.5,87.5
70,255,brown,,False,2,medium,grassland,False,15,False,False,False,sentret,193,field,quadruped,['sentret'],ground,,50.0,50.0
70,90,brown,sentret,False,2,medium,grassland,False,15,False,False,False,furret,194,field,quadruped,['furret'],ground,,50.0,50.0
50,255,brown,,False,2,medium,forest,False,15,False,False,False,hoothoot,195,forest,wings,['hoothoot'],flying,,50.0,50.0
50,90,brown,hoothoot,False,2,medium,forest,False,15,False,False,False,noctowl,196,forest,wings,['noctowl'],flying,,50.0,50.0
70,255,red,,False,2,fast,forest,True,15,False,False,False,ledyba,197,field,wings,['ledyba'],bug,,50.0,50.0
70,90,red,ledyba,False,2,fast,forest,True,15,False,False,False,ledian,198,field,wings,['ledian'],bug,,50.0,50.0
70,255,green,,False,2,fast,forest,False,15,False,False,False,spinarak,199,field,armor,['spinarak'],bug,,50.0,50.0
70,90,red,spinarak,False,2,fast,forest,False,15,False,False,False,ariados,200,field,armor,['ariados'],bug,,50.0,50.0
50,90,purple,golbat,False,2,medium,cave,False,15,False,False,False,crobat,46,mountain,bug-wings,['crobat'],flying,,50.0,50.0
50,190,blue,,False,2,slow,sea,False,20,False,False,False,chinchou,201,sea,fish,['chinchou'],water2,,50.0,50.0
50,75,blue,chinchou,False,2,slow,sea,False,20,False,False,False,lanturn,202,sea,fish,['lanturn'],water2,,50.0,50.0
50,190,yellow,,False,2,medium,forest,False,10,True,False,False,pichu,25,field,quadruped,['pichu'],no-eggs,,50.0,50.0
140,150,pink,,False,2,fast,mountain,False,10,True,False,False,cleffa,36,field,upright,['cleffa'],no-eggs,,75.0,25.0
50,170,pink,,False,2,fast,grassland,False,10,True,False,False,igglybuff,41,field,humanoid,['igglybuff'],no-eggs,,75.0,25.0
50,190,white,,False,2,fast,forest,False,10,True,False,False,togepi,203,field,humanoid,['togepi'],no-eggs,,12.5,87.5
50,75,white,togepi,False,2,fast,forest,False,10,False,False,False,togetic,204,field,humanoid,['togetic'],flying,fairy,12.5,87.5
50,190,green,,False,2,medium,forest,False,20,False,False,False,natu,206,forest,wings,['natu'],flying,,50.0,50.0
50,75,green,natu,False,2,medium,forest,True,20,False,False,False,xatu,207,forest,wings,['xatu'],flying,,50.0,50.0
70,235,white,,False,2,medium-slow,grassland,False,20,False,False,False,mareep,208,field,quadruped,['mareep'],monster,ground,50.0,50.0
70,120,pink,mareep,False,2,medium-slow,grassland,False,20,False,False,False,flaaffy,209,field,upright,['flaaffy'],monster,ground,50.0,50.0
70,45,yellow,flaaffy,True,2,medium-slow,grassland,False,20,False,False,False,ampharos,210,field,upright,"['ampharos', 'ampharos-mega']",monster,ground,50.0,50.0
50,45,green,gloom,False,2,medium-slow,grassland,False,20,False,False,False,bellossom,50,forest,humanoid,['bellossom'],plant,,50.0,50.0
50,190,blue,azurill,False,2,fast,waters-edge,False,10,False,False,False,marill,212,pond,upright,['marill'],water1,fairy,50.0,50.0
50,75,blue,marill,False,2,fast,waters-edge,False,10,False,False,False,azumarill,213,pond,upright,['azumarill'],water1,fairy,50.0,50.0
50,65,brown,bonsly,False,2,medium,forest,True,20,False,False,False,sudowoodo,215,mountain,humanoid,['sudowoodo'],mineral,,50.0,50.0
50,45,green,poliwhirl,False,2,medium-slow,waters-edge,True,20,False,False,False,politoed,68,pond,humanoid,['politoed'],water1,,50.0,50.0
70,255,pink,,False,2,medium-slow,grassland,False,20,False,False,False,hoppip,216,field,upright,['hoppip'],fairy,plant,50.0,50.0
70,120,green,hoppip,False,2,medium-slow,grassland,False,20,False,False,False,skiploom,217,field,upright,['skiploom'],fairy,plant,50.0,50.0
70,45,blue,skiploom,False,2,medium-slow,grassland,False,20,False,False,False,jumpluff,218,field,upright,['jumpluff'],fairy,plant,50.0,50.0
70,45,purple,,False,2,fast,forest,True,20,False,False,False,aipom,219,forest,upright,['aipom'],ground,,50.0,50.0
70,235,yellow,,False,2,medium-slow,grassland,False,20,False,False,False,sunkern,221,field,ball,['sunkern'],plant,,50.0,50.0
70,120,yellow,sunkern,False,2,medium-slow,grassland,False,20,False,False,False,sunflora,222,field,humanoid,['sunflora'],plant,,50.0,50.0
70,75,red,,False,2,medium,forest,False,20,False,False,False,yanma,223,field,bug-wings,['yanma'],bug,,50.0,50.0
50,255,blue,,False,2,medium,waters-edge,True,20,False,False,False,wooper,225,pond,legs,"['wooper', 'wooper-paldea']",water1,ground,50.0,50.0
50,90,blue,wooper,False,2,medium,waters-edge,True,20,False,False,False,quagsire,226,pond,upright,['quagsire'],water1,ground,50.0,50.0
50,45,purple,eevee,False,2,medium,urban,False,35,False,False,False,espeon,161,field,quadruped,['espeon'],ground,,12.5,87.5
